,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
647,294,500,98.0,100.0,2.0,136,136,98.5,98.5,0.0,136,136,98.5,98.5,0.0,3,4,27,77,10,49
648,84,84,58.0,58.0,0.0,142,142,68.5,68.5,0.0,78,78,57.0,57.0,0.0,-1,12,6,2,41,59
649,0,206,13.0,90.0,77.0,0,38,13.0,35.0,22.0,0,42,13.0,50.5,37.5,3,7,0,43,59,20
650,32,238,51.0,91.0,40.0,54,54,55.5,55.5,0.0,32,54,51.0,56.5,5.5,3,4,3,83,29,31
651,56,262,55.0,95.0,40.0,128,128,74.0,74.0,0.0,56,62,55.0,56.0,1.0,3,9,3,35,29,53
652,0,616,13.0,100.0,87.0,0,78,13.0,36.0,23.0,0,41,13.0,50.0,37.0,2,13,0,13,67,28
653,222,323,89.0,97.0,8.0,294,294,86.0,86.0,0.0,222,223,89.0,89.0,0.0,5,17,13,20,24,58
654,22,638,44.5,100.0,55.5,62,112,43.5,75.0,31.5,22,112,44.5,78.0,33.5,2,7,2,43,52,11
655,126,332,85.5,100.0,14.5,48,48,75.5,75.5,0.0,48,48,77.5,77.5,0.0,3,3,17,60,6,70
656,140,756,86.0,100.0,14.0,176,176,89.5,89.5,0.0,140,176,86.0,91.5,5.5,2,8,8,39,20,9
657,0,206,13.0,89.0,76.0,0,29,13.0,32.5,19.5,0,9,13.0,36.0,23.0,3,9,1,26,69,54
658,2,2,28.0,28.0,0.0,14,14,28.0,28.0,0.0,2,2,28.0,28.0,0.0,-1,11,1,38,68,99
659,278,894,96.0,100.0,4.0,224,224,99.0,99.0,0.0,224,224,99.0,99.0,0.0,2,8,15,10,16,43
660,0,616,12.5,100.0,87.5,0,22,12.5,56.5,44.0,0,22,12.5,58.0,45.5,2,2,1,86,45,15
661,0,102,13.0,74.0,61.0,0,6,13.0,27.0,14.0,0,2,13.0,27.5,14.5,4,5,0,63,96,95
662,134,134,80.0,80.0,0.0,208,208,89.5,89.5,0.0,134,134,80.0,80.0,0.0,-1,10,7,12,21,97
663,100,100,68.5,68.5,0.0,100,100,49.0,49.0,0.0,100,100,68.5,68.5,0.0,1,12,29,14,1,21
664,42,248,60.0,97.0,37.0,46,46,82.5,82.5,0.0,42,46,81.0,82.5,1.5,3,2,2,90,75,46
665,2,208,29.0,92.0,63.0,5,14,27.5,32.5,5.0,2,14,29.0,41.5,12.5,3,3,1,87,55,64
666,1,617,27.0,100.0,73.0,5,46,27.0,45.5,18.5,1,46,27.0,52.0,25.0,2,5,1,88,68,10
667,202,202,92.0,92.0,0.0,136,136,99.0,99.0,0.0,136,136,99.0,99.0,0.0,-1,4,18,47,30,67
668,129,729,87.0,100.0,13.0,78,78,77.0,77.0,0.0,78,78,78.5,78.5,0.0,2,4,14,77,32,25
669,39,655,46.0,100.0,54.0,94,104,48.0,62.0,14.0,39,55,46.0,54.0,8.0,2,9,4,29,22,90
670,84,700,66.5,100.0,33.5,70,80,58.0,65.5,7.5,70,80,63.5,68.5,5.0,2,6,9,69,31,49
671,194,810,86.0,100.0,14.0,192,192,88.5,88.5,0.0,192,192,89.5,89.5,0.0,2,9,20,54,23,33
672,6,6,31.5,31.5,0.0,27,27,32.0,32.0,0.0,6,6,31.5,31.5,0.0,-1,8,1,15,95,98
673,162,778,84.0,100.0,16.0,112,112,75.5,75.5,0.0,112,112,78.5,78.5,0.0,2,7,14,43,14,27
674,156,772,85.0,100.0,15.0,176,176,88.5,88.5,0.0,156,176,88.0,90.0,2.0,2,8,9,30,27,54
675,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,7,0,62,93,96
676,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,3,0,66,76,50
677,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,11,0,5,80,84
678,176,382,89.0,100.0,11.0,136,136,100.0,100.0,0.0,136,136,100.0,100.0,0.0,3,4,9,53,39,70
679,0,206,13.0,93.0,80.0,0,42,13.0,35.0,22.0,0,25,13.0,46.0,33.0,3,9,0,23,66,28
680,152,752,85.0,100.0,15.0,114,114,66.0,66.0,0.0,114,114,77.5,77.5,0.0,2,9,14,29,14,30
681,0,206,13.0,93.0,80.0,0,29,13.0,31.0,18.0,0,8,13.0,34.5,21.5,3,9,0,23,84,83
682,110,726,77.0,100.0,23.0,90,100,69.0,77.0,8.0,90,100,70.5,77.5,7.0,2,6,13,71,24,0
683,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,13,0,13,79,50
684,120,326,80.0,97.0,17.0,74,74,64.5,64.5,0.0,74,74,67.0,67.0,0.0,3,5,13,63,24,15
685,8,8,39.5,39.5,0.0,12,12,41.5,41.5,0.0,8,8,39.5,39.5,0.0,-1,2,2,99,74,96
686,100,100,73.0,73.0,0.0,100,100,59.0,59.0,0.0,100,100,73.0,73.0,0.0,-1,8,16,30,18,89
687,22,638,43.0,100.0,57.0,76,76,53.5,53.5,0.0,22,76,43.0,62.0,19.0,2,6,2,65,52,39
688,42,42,50.5,50.5,0.0,114,114,58.0,58.0,0.0,42,42,51.0,51.0,0.0,-1,16,2,9,56,99
689,100,100,66.5,66.5,0.0,100,100,48.0,48.0,0.0,100,100,66.5,66.5,0.0,4,15,27,7,10,60
690,86,702,69.0,100.0,31.0,48,48,68.5,68.5,0.0,48,48,70.0,70.0,0.0,2,3,7,82,21,19
691,0,616,13.0,100.0,87.0,0,80,13.0,44.5,31.5,0,78,13.0,61.0,48.0,2,9,0,23,98,27
692,134,134,79.0,79.0,0.0,80,80,55.5,55.5,0.0,80,80,62.5,62.5,0.0,-1,5,9,52,31,89
693,6,212,34.5,93.5,59.0,20,24,37.5,42.0,4.5,6,24,34.5,52.0,17.5,3,4,1,78,71,39
694,150,356,90.0,99.0,9.0,72,72,88.5,88.5,0.0,72,72,88.5,88.5,0.0,3,3,18,85,5,9
695,6,107,34.5,81.0,46.5,24,24,40.5,40.5,0.0,6,7,34.5,35.5,1.0,5,4,1,77,71,95
696,22,22,43.0,43.0,0.0,76,76,53.5,53.5,0.0,22,22,43.0,43.0,0.0,-1,6,2,65,52,92
697,0,1640,13.0,100.0,87.0,0,154,13.0,63.0,50.0,0,142,13.0,78.0,65.0,1,15,0,7,36,5
698,40,656,50.0,100.0,50.0,124,144,65.0,69.0,4.0,40,144,50.5,86.5,36.0,2,10,3,1,46,18
699,6,206,29.5,85.0,55.5,24,24,29.0,29.0,0.0,6,7,29.5,32.0,2.5,3,12,1,2,95,56
700,28,644,43.5,100.0,56.5,124,144,60.5,62.5,2.0,28,74,43.5,54.0,10.5,2,14,3,16,54,25
701,100,100,75.0,75.0,0.0,100,100,75.5,75.5,0.0,100,100,79.0,79.0,0.0,2,6,29,32,0,14
702,124,740,82.0,100.0,18.0,182,182,89.5,89.5,0.0,124,182,84.0,92.0,8.0,2,9,6,23,77,11
703,0,616,12.5,100.0,87.5,0,22,12.5,56.5,44.0,0,22,12.5,59.0,46.5,2,2,0,98,40,1
704,40,141,53.0,82.0,29.0,72,72,56.0,56.0,0.0,40,41,53.0,53.0,0.0,5,6,2,74,42,95
705,0,616,12.5,100.0,87.5,0,38,12.5,50.5,38.0,0,38,12.5,53.5,41.0,2,3,1,87,50,11
706,348,450,98.0,100.0,2.0,200,200,95.0,95.0,0.0,200,200,95.0,95.0,0.0,4,8,29,10,0,55
707,24,230,51.0,93.0,42.0,22,22,49.5,49.5,0.0,22,22,52.0,52.0,0.0,3,2,3,68,54,32
708,40,1680,48.0,100.0,52.0,130,190,61.0,71.0,10.0,40,163,48.5,81.0,32.5,1,16,2,9,42,6
709,54,54,65.5,65.5,0.0,22,22,57.0,57.0,0.0,22,22,59.5,59.5,0.0,-1,2,8,98,8,85
710,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,4,0,79,67,86
711,0,101,13.0,82.0,69.0,0,3,13.0,26.0,13.0,0,1,13.0,26.0,13.0,6,3,0,60,92,58
712,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,5,0,61,67,85
713,16,118,36.5,76.5,40.0,66,66,46.0,46.0,0.0,16,18,36.5,40.5,4.0,4,6,1,40,53,88
714,2,2,28.5,28.5,0.0,12,12,29.5,29.5,0.0,2,2,28.5,28.5,0.0,-1,6,1,48,60,86
715,300,400,96.0,99.0,3.0,376,376,98.5,98.5,0.0,300,300,96.0,96.0,0.0,4,16,16,9,18,65
716,63,269,59.0,97.0,38.0,44,44,49.0,49.0,0.0,44,44,52.0,52.0,0.0,3,4,8,67,57,29
717,0,206,12.5,92.0,79.5,0,14,12.5,36.0,23.5,0,12,12.5,42.0,29.5,3,3,0,85,99,52
718,56,262,59.5,93.0,33.5,70,70,69.5,69.5,0.0,56,70,58.0,72.0,14.0,3,5,5,70,25,73
719,10,10,41.5,41.5,0.0,18,18,41.0,41.0,0.0,10,10,41.5,41.5,0.0,-1,3,4,85,64,66
720,192,808,87.0,100.0,13.0,120,120,80.5,80.5,0.0,120,120,86.0,86.0,0.0,2,6,14,40,32,21
721,100,100,76.5,76.5,0.0,100,100,82.5,82.5,0.0,100,100,82.5,82.5,0.0,2,5,27,45,10,18
722,120,222,79.0,89.0,10.0,174,174,78.0,78.0,0.0,120,122,79.0,79.0,0.0,4,10,6,22,13,65
723,352,558,98.0,100.0,2.0,152,152,97.0,97.0,0.0,152,152,97.0,97.0,0.0,3,5,30,88,7,22
724,100,100,72.0,72.0,0.0,100,100,75.0,75.0,0.0,100,100,76.5,76.5,0.0,3,6,36,65,2,72
725,280,486,94.5,100.0,5.5,104,104,88.0,88.0,0.0,104,104,88.0,88.0,0.0,3,5,29,70,0,77
726,80,280,68.0,94.0,26.0,60,60,60.0,60.0,0.0,60,60,65.0,65.0,0.0,3,5,13,70,24,21
727,108,314,85.0,100.0,15.0,56,56,95.0,95.0,0.0,56,56,95.0,95.0,0.0,3,2,9,99,39,72
728,28,644,48.5,100.0,51.5,56,66,46.0,54.0,8.0,28,66,48.5,63.0,14.5,2,6,6,34,70,20
729,10,112,39.0,86.0,47.0,18,18,38.5,38.5,0.0,10,18,39.0,44.5,5.5,4,3,3,66,43,42
730,0,206,13.0,90.0,77.0,0,34,13.0,35.0,22.0,0,34,13.0,47.0,34.0,3,7,1,43,45,31
731,0,102,13.0,80.0,67.0,0,10,13.0,26.0,13.0,0,2,13.0,26.0,13.0,4,9,0,31,91,55
732,0,206,13.0,89.0,76.0,0,24,13.0,31.5,18.5,0,8,13.0,32.5,19.5,3,6,0,71,92,29
733,137,753,88.0,100.0,12.0,48,48,74.0,74.0,0.0,48,48,75.0,75.0,0.0,2,3,15,81,16,15
734,2,103,29.5,75.0,45.5,7,7,28.0,28.0,0.0,2,3,29.5,31.0,1.5,5,6,2,44,58,55
735,134,340,82.0,98.0,16.0,272,272,88.0,88.0,0.0,134,140,82.0,84.0,2.0,3,14,6,8,77,94
736,16,632,43.5,100.0,56.5,24,38,43.5,57.0,13.5,16,38,43.5,59.0,15.5,2,3,1,58,49,3
737,242,242,98.0,98.0,0.0,56,56,89.5,89.5,0.0,56,56,89.5,89.5,0.0,-1,2,29,86,1,82
738,22,22,38.5,38.5,0.0,38,38,35.0,35.0,0.0,22,22,38.5,38.5,0.0,-1,6,2,51,74,50
739,0,206,13.0,92.0,79.0,0,16,13.0,34.0,21.0,0,16,13.0,45.5,32.5,3,4,0,77,96,13
740,152,152,86.0,86.0,0.0,174,174,95.0,95.0,0.0,152,152,94.0,94.0,0.0,-1,7,6,46,28,93
741,6,212,31.5,89.0,57.5,21,38,30.0,33.0,3.0,6,18,31.5,39.5,8.0,3,9,1,28,60,52
742,80,286,57.0,94.0,37.0,96,96,57.5,57.5,0.0,80,86,58.0,60.0,2.0,3,6,6,40,26,4
743,97,713,74.5,100.0,25.5,72,72,82.5,82.5,0.0,72,72,82.5,82.5,0.0,2,3,8,87,57,7
744,0,616,12.5,100.0,87.5,0,20,12.5,44.0,31.5,0,20,12.5,46.0,33.5,2,3,0,85,92,35
745,40,1680,51.5,100.0,48.5,102,156,67.0,84.5,17.5,40,156,52.0,88.0,36.0,1,8,2,10,94,3
746,16,222,38.5,90.0,51.5,38,46,38.5,42.5,4.0,16,46,38.5,53.5,15.0,3,6,2,48,42,34
747,100,100,75.0,75.0,0.0,100,100,90.0,90.0,0.0,100,100,90.0,90.0,0.0,-1,4,6,84,70,91
748,0,616,13.0,100.0,87.0,0,56,13.0,47.0,34.0,0,56,13.0,58.0,45.0,2,6,0,32,85,39
749,80,696,72.0,100.0,28.0,48,48,72.0,72.0,0.0,48,48,72.5,72.5,0.0,2,3,9,76,31,5
750,0,616,13.0,100.0,87.0,0,50,13.0,51.5,38.5,0,50,13.0,54.0,41.0,2,5,0,70,97,16
751,192,808,94.0,100.0,6.0,56,56,90.5,90.5,0.0,56,56,90.5,90.5,0.0,2,2,22,90,9,44
752,0,616,13.0,100.0,87.0,0,43,13.0,35.0,22.0,0,25,13.0,46.0,33.0,2,9,0,23,97,22
753,1,103,26.0,77.0,51.0,9,11,26.0,27.5,1.5,1,3,26.0,29.0,3.0,4,9,2,35,58,65
754,86,292,65.0,97.0,32.0,86,86,64.5,64.5,0.0,86,86,67.0,67.0,0.0,3,6,6,56,13,35
755,376,582,98.0,100.0,2.0,270,270,99.0,99.0,0.0,270,270,99.0,99.0,0.0,3,10,22,36,9,51
756,56,56,54.0,54.0,0.0,144,144,76.5,76.5,0.0,56,56,54.0,54.0,0.0,-1,9,5,54,25,69
757,0,206,13.0,89.0,76.0,0,19,13.0,29.5,16.5,0,8,13.0,33.0,20.0,3,8,0,42,98,51
758,0,206,13.0,92.0,79.0,0,44,13.0,35.5,22.5,0,34,13.0,51.0,38.0,3,8,0,21,87,20
759,0,206,13.0,93.0,80.0,0,20,13.0,35.5,22.5,0,20,13.0,47.5,34.5,3,4,0,73,84,44
760,0,206,13.0,86.0,73.0,0,28,13.0,31.0,18.0,0,10,13.0,34.0,21.0,3,8,0,27,40,54
761,0,206,13.0,93.0,80.0,0,18,13.0,38.0,25.0,0,8,13.0,36.5,23.5,3,3,0,58,93,29
762,16,118,51.0,84.0,33.0,22,22,57.0,57.0,0.0,16,22,52.0,58.0,6.0,4,2,3,86,46,74
763,109,109,81.0,81.0,0.0,28,28,47.5,47.5,0.0,28,28,52.5,52.5,0.0,-1,3,17,94,6,67
764,190,190,87.0,87.0,0.0,268,268,78.0,78.0,0.0,190,190,87.0,87.0,0.0,-1,16,8,9,8,84
765,386,386,98.0,98.0,0.0,374,374,99.0,99.0,0.0,374,374,99.0,99.0,0.0,-1,15,19,7,15,40
766,174,380,86.5,98.0,11.5,232,232,94.5,94.5,0.0,174,180,87.5,89.0,1.5,3,10,8,0,17,90
767,146,146,90.0,90.0,0.0,80,80,95.5,95.5,0.0,80,80,95.5,95.5,0.0,-1,2,13,91,33,59
768,6,622,30.0,100.0,70.0,20,60,29.5,39.5,10.0,6,60,30.0,55.5,25.5,2,9,1,31,55,24
769,76,282,63.5,95.0,31.5,70,70,66.5,66.5,0.0,70,70,68.5,68.5,0.0,3,5,7,49,21,32
770,129,329,88.0,100.0,12.0,62,62,83.5,83.5,0.0,62,62,83.5,83.5,0.0,3,3,16,92,18,15
771,121,121,87.0,87.0,0.0,48,48,77.0,77.0,0.0,48,48,78.0,78.0,0.0,-1,3,15,92,16,50
772,121,327,78.0,95.0,17.0,154,154,69.5,69.5,0.0,121,127,78.0,79.0,1.0,3,10,8,18,44,71
773,0,206,13.0,92.0,79.0,0,26,13.0,37.5,24.5,0,20,13.0,47.0,34.0,3,5,0,70,87,62
774,190,292,91.5,97.0,5.5,88,88,78.5,78.5,0.0,88,88,78.5,78.5,0.0,4,4,17,53,6,55
775,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,9,0,26,87,92
776,12,12,39.5,39.5,0.0,24,24,39.0,39.0,0.0,12,12,39.5,39.5,0.0,-1,4,2,83,74,79
777,2,618,29.5,100.0,70.5,4,22,30.5,49.0,18.5,2,22,29.5,51.5,22.0,2,2,1,68,95,47
778,100,100,71.5,71.5,0.0,100,100,48.5,48.5,0.0,100,100,71.5,71.5,0.0,3,11,9,33,31,46
779,22,638,48.0,100.0,52.0,34,44,51.0,59.5,8.5,22,44,48.0,64.0,16.0,2,4,2,72,83,30
780,6,6,32.5,32.5,0.0,19,19,31.0,31.0,0.0,6,6,32.5,32.5,0.0,-1,8,1,21,65,67
781,170,1810,90.0,100.0,10.0,128,152,93.5,96.5,3.0,128,152,93.5,96.5,3.0,1,5,14,88,14,35
782,0,1640,12.5,100.0,87.5,0,80,12.5,54.5,42.0,0,80,12.5,65.0,52.5,1,6,0,59,66,0
783,0,1640,13.0,100.0,87.0,0,190,13.0,71.0,58.0,0,190,13.0,86.5,73.5,1,16,0,9,79,1
784,0,102,13.0,83.0,70.0,0,4,13.0,31.0,18.0,0,4,13.0,32.0,19.0,4,2,0,90,82,31
785,0,616,12.5,100.0,87.5,0,58,12.5,35.0,22.5,0,50,12.5,53.5,41.0,2,10,0,36,98,8
786,6,6,31.0,31.0,0.0,26,26,30.5,30.5,0.0,6,6,31.0,31.0,0.0,-1,10,1,11,65,82
787,0,616,13.0,100.0,87.0,0,106,13.0,54.5,41.5,0,67,13.0,54.0,41.0,2,14,0,16,86,44
788,106,106,79.5,79.5,0.0,88,88,81.0,81.0,0.0,88,88,81.5,81.5,0.0,-1,4,7,79,48,99
789,132,1772,83.0,100.0,17.0,222,246,92.0,96.0,4.0,132,246,82.5,96.0,13.5,1,10,5,36,25,6
790,22,124,48.0,86.0,38.0,34,34,51.0,51.0,0.0,22,24,48.0,51.0,3.0,4,4,2,72,61,46
791,44,250,55.5,94.0,38.5,48,48,64.0,64.0,0.0,48,48,65.5,65.5,0.0,3,3,4,87,72,16
792,0,206,13.0,88.0,75.0,0,18,13.0,30.0,17.0,0,9,13.0,33.0,20.0,3,7,0,24,84,64
793,84,290,73.0,98.0,25.0,72,72,86.0,86.0,0.0,72,72,86.0,86.0,0.0,3,3,9,66,31,54
794,6,6,30.0,30.0,0.0,27,27,29.0,29.0,0.0,6,6,30.0,30.0,0.0,-1,10,1,36,55,40
795,0,616,13.0,99.0,86.0,0,80,13.0,38.0,25.0,0,44,13.0,52.0,39.0,2,12,0,6,97,72
796,91,91,65.0,65.0,0.0,86,86,59.5,59.5,0.0,91,91,71.0,71.0,0.0,-1,6,6,51,35,59
797,125,741,86.0,100.0,14.0,38,38,62.5,62.5,0.0,38,38,63.5,63.5,0.0,2,3,16,55,18,72
798,40,656,47.5,100.0,52.5,71,156,33.0,59.5,26.5,40,114,47.5,78.5,31.0,2,16,1,4,95,27
799,174,276,85.0,94.0,9.0,140,140,70.0,70.0,0.0,140,140,84.0,84.0,0.0,4,10,14,22,32,60
800,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,11,0,19,85,91
801,6,6,33.0,33.0,0.0,38,38,33.0,33.0,0.0,6,6,33.0,33.0,0.0,-1,11,1,19,4,82
802,16,117,38.0,79.0,41.0,66,66,42.5,42.5,0.0,16,17,38.0,40.0,2.0,6,9,1,35,71,58
803,16,16,42.5,42.5,0.0,34,34,56.0,56.0,0.0,16,16,43.5,43.5,0.0,-1,3,1,55,90,92
804,210,210,90.0,90.0,0.0,152,152,82.5,82.5,0.0,152,152,86.5,86.5,0.0,-1,8,17,10,6,59
805,112,112,75.5,75.5,0.0,264,264,77.0,77.0,0.0,112,112,75.5,75.5,0.0,-1,16,4,9,72,93
806,16,16,38.5,38.5,0.0,40,40,42.0,42.0,0.0,16,16,38.5,38.5,0.0,-1,5,1,52,49,86
807,110,212,79.0,92.5,13.5,88,88,81.0,81.0,0.0,88,88,82.5,82.5,0.0,4,4,7,47,21,4
808,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,6,0,59,82,92
809,0,616,13.0,100.0,87.0,0,84,13.0,37.5,24.5,0,44,13.0,47.0,34.0,2,14,0,25,81,62
810,6,212,31.5,89.0,57.5,28,44,31.0,33.0,2.0,6,19,31.5,40.0,8.5,3,10,1,18,60,73
811,62,1702,60.0,100.0,40.0,68,112,71.5,94.5,23.0,62,112,63.0,94.5,31.5,1,4,3,79,54,23
812,56,672,50.5,100.0,49.5,180,190,64.5,69.0,4.5,56,93,50.5,55.0,4.5,2,16,2,4,75,35
813,16,632,39.0,100.0,61.0,46,56,40.5,44.5,4.0,16,56,39.0,53.5,14.5,2,6,2,41,94,24
814,6,6,32.0,32.0,0.0,14,14,30.0,30.0,0.0,6,6,32.0,32.0,0.0,-1,6,1,74,55,79
815,16,632,37.5,100.0,62.5,88,102,42.5,58.0,15.5,16,64,37.5,58.0,20.5,2,11,1,38,71,77
816,453,659,100.0,100.0,0.0,200,200,100.0,100.0,0.0,200,200,100.0,100.0,0.0,3,5,29,80,1,44
817,0,206,13.0,93.0,80.0,0,46,13.0,37.5,24.5,0,36,13.0,47.0,34.0,3,9,0,23,67,13
818,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,3,0,96,59,45
819,0,101,13.0,72.5,59.5,0,5,13.0,25.0,12.0,0,1,13.0,25.0,12.0,5,5,0,61,96,78
820,100,100,74.0,74.0,0.0,100,100,78.5,78.5,0.0,100,100,79.5,79.5,0.0,-1,5,29,50,0,45
821,6,1646,29.5,100.0,70.5,25,128,30.5,70.5,40.0,6,128,29.5,80.0,50.5,1,9,1,29,65,10
822,160,262,91.0,95.0,4.0,72,72,84.5,84.5,0.0,72,72,84.5,84.5,0.0,4,3,18,76,5,75
823,6,212,32.0,89.0,57.0,13,18,30.0,33.0,3.0,6,12,32.0,35.0,3.0,3,5,1,61,55,94
824,182,798,95.0,100.0,5.0,32,32,72.0,72.0,0.0,32,32,72.5,72.5,0.0,2,2,22,86,9,57
825,73,1713,59.0,100.0,41.0,164,188,76.5,84.5,8.0,73,188,59.0,91.0,32.0,1,10,4,1,22,31
826,296,296,94.0,94.0,0.0,288,288,95.5,95.5,0.0,288,288,95.5,95.5,0.0,-1,12,16,3,12,67
827,154,770,89.0,100.0,11.0,88,88,83.5,83.5,0.0,88,88,83.5,83.5,0.0,2,4,18,84,5,2
828,0,101,12.5,80.0,67.5,0,3,12.5,25.0,12.5,0,1,12.5,25.0,12.5,5,3,0,87,97,65
829,0,1640,13.0,100.0,87.0,0,138,13.0,61.5,48.5,0,138,13.0,81.5,68.5,1,14,0,25,89,5
830,0,616,13.0,100.0,87.0,0,100,13.0,50.5,37.5,0,100,13.0,68.5,55.5,2,10,0,18,99,0
831,40,40,51.5,51.5,0.0,110,110,62.0,62.0,0.0,40,40,52.0,52.0,0.0,-1,10,6,11,73,86
832,14,630,41.0,100.0,59.0,24,44,39.5,50.0,10.5,14,44,41.0,55.0,14.0,2,4,6,79,73,2
833,62,1702,59.0,100.0,41.0,22,56,49.5,84.5,35.0,22,56,52.0,85.0,33.0,1,2,6,68,34,7
834,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,8,0,30,67,50
835,46,148,60.0,89.0,29.0,28,28,51.0,51.0,0.0,28,28,54.5,54.5,0.0,4,3,6,85,13,83
836,0,1640,13.0,100.0,87.0,0,102,13.0,66.5,53.5,0,102,13.0,76.0,63.0,1,8,0,39,40,23
837,100,100,76.0,76.0,0.0,100,100,89.0,89.0,0.0,100,100,89.0,89.0,0.0,3,4,29,47,1,54
838,0,101,13.0,74.0,61.0,0,8,13.0,25.0,12.0,0,1,13.0,25.0,12.0,5,8,0,10,99,68
839,444,544,97.0,99.0,2.0,278,278,96.0,96.0,0.0,278,278,97.0,97.0,0.0,4,12,29,2,1,4
840,42,658,52.5,100.0,47.5,132,132,64.5,64.5,0.0,40,88,50.5,59.5,9.0,2,12,6,14,41,48
841,100,100,66.5,66.5,0.0,100,100,46.5,46.5,0.0,100,100,66.5,66.5,0.0,-1,14,29,16,1,92
842,0,616,13.0,99.0,86.0,0,72,13.0,38.0,25.0,0,34,13.0,43.0,30.0,2,11,0,33,85,38
843,124,330,77.5,96.0,18.5,92,92,51.0,51.0,0.0,92,92,61.5,61.5,0.0,3,7,9,46,31,43
844,0,616,12.5,100.0,87.5,0,22,12.5,60.0,47.5,0,22,12.5,61.5,49.0,2,2,0,97,89,16
845,6,622,32.5,100.0,67.5,24,58,33.0,43.5,10.5,6,58,32.5,56.0,23.5,2,8,1,21,4,5
846,16,16,36.5,36.5,0.0,80,80,39.0,39.0,0.0,16,16,36.5,36.5,0.0,-1,12,1,3,71,59
847,150,356,83.0,96.0,13.0,152,152,80.0,80.0,0.0,152,152,85.5,85.5,0.0,3,8,12,42,37,51
848,72,72,57.0,57.0,0.0,144,144,63.5,63.5,0.0,72,72,57.0,57.0,0.0,-1,14,3,17,43,66
849,0,206,13.0,89.0,76.0,0,48,13.0,34.0,21.0,0,24,13.0,43.0,30.0,3,8,0,42,92,72
850,121,327,76.0,96.0,20.0,148,148,72.0,72.0,0.0,121,127,76.0,78.0,2.0,3,9,8,28,44,49
851,64,165,62.0,89.5,27.5,62,62,75.0,75.0,0.0,62,62,75.5,75.5,0.0,5,3,6,64,26,4
852,0,616,13.0,100.0,87.0,0,120,13.0,61.5,48.5,0,120,13.0,78.0,65.0,2,10,0,12,85,2
853,22,228,48.0,94.0,46.0,54,54,64.5,64.5,0.0,22,54,48.0,68.0,20.0,3,4,2,72,52,19
854,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,4,0,72,93,36
855,404,404,99.0,99.0,0.0,128,128,95.0,95.0,0.0,128,128,95.0,95.0,0.0,-1,5,40,50,3,85
856,432,638,99.0,100.0,1.0,200,200,95.5,95.5,0.0,200,200,95.5,95.5,0.0,3,8,30,27,7,26
857,2,208,28.5,96.0,67.5,4,8,29.5,34.0,4.5,2,8,28.5,39.0,10.5,3,2,1,99,60,57
858,22,622,41.5,100.0,58.5,106,106,55.0,55.0,0.0,22,60,41.5,53.0,11.5,2,14,2,16,74,62
859,16,222,41.0,91.0,50.0,70,70,62.5,62.5,0.0,16,70,41.0,66.5,25.5,3,5,1,80,90,24
860,6,1646,31.0,100.0,69.0,30,136,30.0,62.5,32.5,6,106,31.0,74.0,43.0,1,12,1,6,95,21
861,0,206,13.0,90.0,77.0,0,28,13.0,33.5,20.5,0,18,13.0,41.0,28.0,3,6,0,48,89,26
862,2,618,27.0,100.0,73.0,6,60,26.5,49.0,22.5,2,60,27.0,53.0,26.0,2,5,1,52,78,10
863,102,718,71.0,100.0,29.0,124,124,86.0,86.0,0.0,102,124,74.0,88.0,14.0,2,6,7,40,62,72
864,0,206,13.0,91.0,78.0,0,34,13.0,36.5,23.5,0,32,13.0,49.5,36.5,3,7,0,62,84,21
865,244,844,94.0,100.0,6.0,144,144,93.5,93.5,0.0,144,144,93.5,93.5,0.0,2,6,15,48,16,3
866,150,356,84.0,98.0,14.0,176,176,88.5,88.5,0.0,150,176,87.0,90.0,3.0,3,8,8,30,20,47
867,92,92,59.0,59.0,0.0,124,124,69.0,69.0,0.0,92,92,59.0,59.0,0.0,-1,9,7,29,48,79
